#file,onset,offset,#item,sequence,syllables,type,place,vowel,position,speaker,question,new,time_0,time_1,time_2,time_3,time_4,time_5,time_6,time_7,time_8,time_9,time_10,time_11,time_12,time_13,time_14,time_15,time_16,time_17,time_18,time_19,time_20,time_21,time_22,time_23,time_24
geo020s08a0183v02,0.715163,0.844163,204,t>e,2,ejective,coronal,e,initial,s08,answer,new,14.42,22.6581,19.3522,9.4049,-8.7006,-26.4286,-33.5773,-23.0748,-2.3174,18.3402,25.3116,19.4961,5.0503,-13.4466,-23.6784,-25.1719,-13.5438,4.2574,18.5149,20.6565,10.6495,1.8983,-3.1603,-3.1916,-1.0226
geo020s08a0184v01,0.76309,0.89209,205,t>e,2,ejective,coronal,e,initial,s08,question,new,-15.2904,1.6608,21.0549,30.1123,25.7204,13.81,3.0205,-7.36,-13.7294,-17.4678,-22.6268,-26.0034,-21.8428,-10.3862,4.0806,12.6015,19.352,16.7088,14.5793,10.7501,8.6209,7.8991,10.3951,16.3544,10.2933
geo020s08a0184v02,0.53946,0.66846,206,t>e,2,ejective,coronal,e,initial,s08,answer,echo,-0.5946,-12.1554,-18.5063,-19.5189,-16.8963,-10.2742,-5.3234,-0.4626,0.0989,0.7513,0.9901,-0.4882,-2.0173,-7.6194,-8.9818,-6.0149,-4.1453,-1.2815,2.5868,3.6949,1.6166,5.3597,7.4114,8.9246,11.9053
geo020s08a0189v01,0.861579,0.990579,208,ko,3,pulmonic,velar,o,initial,s08,question,new,39.6957,46.9805,32.5166,6.6469,-15.4524,-22.5093,-16.4314,-7.3601,-3.7252,-4.991,-8.8972,-7.1631,-4.0081,-1.6146,1.3825,-0.5567,-3.7824,-5.6606,-1.6089,-0.1116,4.8372,6.5309,9.9009,11.7392,9.995
geo020s08a0189v02,0.678481,0.807481,209,t>o,2,ejective,coronal,o,initial,s08,answer,new,14.6631,-10.9442,-34.9868,-51.6316,-51.9582,-40.3465,-5.7057,31.3137,52.6827,53.3452,36.7983,10.3357,-11.1574,-22.8016,-22.3126,-10.2434,-1.0963,-0.3787,-6.907,-9.994,-10.6513,-5.5519,-1.2346,0.5567,0.6214
geo020s08a0190v01,0.699172,0.828172,210,t>o,2,ejective,coronal,o,initial,s08,question,new,1.0519,36.1157,50.9948,44.3417,23.3514,2.3157,-4.8548,-1.3468,1.9018,-79.7926,0.2055,24.8203,14.8987,3.8138,16.0768,18.6722,19.3088,5.0331,-6.9627,-17.023,-22.9791,-27.2169,-25.8709,-16.9496,-5.3291
geo020s08a0190v02,0.676095,0.805095,211,t>o,2,ejective,coronal,o,initial,s08,answer,echo,23.3248,19.4705,16.7232,19.363,19.2897,20.3513,10.8419,15.9983,18.5146,17.8292,4.6673,-4.4921,-23.5163,-38.1155,-52.9932,-62.1206,-63.6099,-59.3423,-44.5355,-30.521,-11.5647,4.8162,17.112,22.8679,28.1197
geo020s08a0191v02,0.684163,0.813163,212,p>a,2,ejective,labial,a,initial,s08,answer,new,-2.6502,10.4533,19.8118,20.1902,9.8723,-10.5975,-24.741,-32.9159,-28.136,-20.9057,-10.0574,5.257,20.4415,31.1027,37.3068,31.8548,26.6375,14.8787,0.44,-10.6667,-16.0873,-17.9155,-10.1671,-1.6261,1.6797
geo020s08a0192v01,0.785025,0.914025,213,p>a,2,ejective,labial,a,initial,s08,question,new,39.9173,25.1135,3.7743,-12.6756,-20.8578,-21.5029,-9.3457,1.5469,4.512,2.0832,-2.8294,-3.4999,-3.222,-0.4967,-0.9867,-0.6279,-0.0445,1.989,5.9089,9.0036,9.9126,7.9201,3.9756,0.7446,-2.178
geo020s08a0192v02,0.610209,0.739209,214,p>a,2,ejective,labial,a,initial,s08,answer,echo,51.1582,40.5255,14.3713,-17.0766,-39.5293,-42.4336,-28.7865,-8.3119,5.8459,12.779,14.8145,16.3734,16.0958,14.8098,9.9666,2.3657,-2.1303,-6.1183,-3.6638,-3.627,-4.8067,-6.4517,-9.7757,-13.4609,-18.2334
geo020s08a0193v02,0.642846,0.771846,216,p>a,3,ejective,labial,a,initial,s08,answer,new,-2.4944,-5.2727,-4.5694,-9.9556,-14.8326,-3.8039,8.5841,14.3625,3.9334,-18.8405,-35.4617,-46.661,-43.6507,-30.1051,-3.2792,27.6426,55.3365,59.9362,52.6187,31.638,6.6846,-18.9541,-24.6416,-16.7505,-12.0375
geo020s08a0194v01,0.702436,0.831436,217,p>a,3,ejective,labial,a,initial,s08,question,new,-6.3476,-9.0996,-10.1258,-7.903,-6.383,-4.3494,-1.0745,3.9246,8.6149,15.8236,13.9883,10.5332,5.5596,3.3076,-0.5581,-4.7711,-6.2288,-17.7835,-22.3672,-13.0791,9.9347,23.1052,21.1659,10.8327,0.7339
geo020s08a0194v02,0.627809,0.756809,218,p>a,3,ejective,labial,a,initial,s08,answer,echo,1.306,9.8641,17.4738,24.5299,21.3976,14.704,3.2205,-4.8606,-7.9324,-7.682,-5.9138,-5.7305,-8.2736,-9.1472,-5.0703,-2.1135,4.8587,8.2253,12.4249,14.8999,14.6905,5.3675,-8.1117,-11.6979,7.1731
geo020s08a0195v01,0.858319,0.987319,219,t>a,3,ejective,coronal,a,initial,s08,question,new,-10.2181,-5.9047,-5.2876,-0.1799,1.6207,3.446,3.2346,3.4342,1.3736,0.4902,-0.6196,0.0272,-2.7839,-0.7934,3.9692,7.2784,9.7054,8.7644,2.6407,-4.797,-8.6045,-8.1926,-3.8395,1.1017,3.2507
geo020s08a0197v01,0.903041,1.032041,220,p>a,3,ejective,labial,a,initial,s08,question,new,-8.5778,-4.0466,-0.1496,3.2219,5.331,-0.1725,-2.527,-3.6011,5.0873,5.4074,-0.793,-5.7123,-8.7465,-2.5697,1.3783,5.2973,-5.0037,-20.1179,-21.2605,-4.4508,18.3458,27.0783,30.9902,18.4244,0.1903
geo020s08a0197v02,0.821938,0.950938,221,p>i,2,ejective,labial,i,initial,s08,answer,new,0.2864,-5.2017,-6.7255,-9.2255,-9.9801,-6.9953,-0.4265,6.4994,13.0517,15.2693,14.8725,14.4034,5.5658,-1.9086,-8.6884,-11.5543,-18.8857,-24.6999,-16.5483,3.0754,24.567,34.0397,31.294,18.8756,-1.6803
geo020s08a0198v01,0.901358,1.030358,222,p>i,2,ejective,labial,i,initial,s08,question,new,0.111,-8.7865,-4.7491,-5.9016,1.8231,-4.0728,-9.1879,0.5757,-0.6471,-4.187,-5.3208,-2.5244,-1.789,0.9983,3.877,5.1442,4.5842,8.27,6.6203,-2.3518,-4.2832,-5.1029,-6.7759,-8.4713,-11.6682
geo020s08a0198v02,0.705406,0.834406,223,p>i,2,ejective,labial,i,initial,s08,answer,echo,-9.7564,-28.517,-25.0026,-9.5283,5.6025,12.2089,11.8897,5.8467,-2.8592,-13.3289,-14.6943,-5.4022,13.1975,25.7598,30.715,26.6095,9.6097,-9.8968,-23.9245,-24.5015,-15.7927,-0.5383,15.243,18.7756,9.994
geo020s08a0199v02,0.702376,0.831376,224,k>a,2,ejective,velar,a,initial,s08,answer,new,23.4503,19.2171,13.1494,6.3293,-2.7538,-10.2032,-12.2262,-5.617,-2.9275,6.0544,8.9598,14.1499,10.6285,5.7574,-6.6466,-12.2114,-19.1338,-17.899,-14.0809,-5.0364,-2.9699,-1.3225,3.8026,-2.4367,4.051
geo020s08a0200v01,0.745395,0.874395,225,k>a,2,ejective,velar,a,initial,s08,question,new,-5.0778,23.5592,68.7444,75.3019,48.8337,2.9711,-44.5728,-78.5553,-81.0001,-49.9629,-8.4204,26.5622,43.7249,32.7385,7.8321,-17.5873,-28.7988,-30.8539,-16.8766,-0.8447,16.6732,25.0594,27.2703,22.6896,21.4095
geo020s08a0200v02,0.635973,0.764973,226,k>a,2,ejective,velar,a,initial,s08,answer,echo,1.6028,-3.5739,-7.7964,-8.8403,-8.1674,-4.4838,2.6575,12.8746,19.8562,21.7182,16.7654,12.7331,11.0976,9.3767,10.5334,12.6845,15.1444,6.7699,-10.8656,-23.595,-12.6481,9.7379,-25.6397,1.3859,25.1299
geo020s08a0201v01,0.835774,0.964774,227,p>a,3,ejective,labial,a,initial,s08,question,new,16.3225,13.3786,1.3861,-12.0927,-22.3203,-30.7121,-37.7087,-29.1635,-6.263,19.7806,35.653,36.6408,24.596,4.5887,-15.6486,-22.3619,-17.9073,-5.9627,6.7562,12.079,10.7042,1.8175,1.9306,7.3534,11.0913
geo020s08a0202v01,0.737522,0.866522,228,k>e,3,ejective,velar,e,initial,s08,question,new,9.8994,2.2755,-4.5535,-11.8655,-11.3167,-5.48,-1.9747,4.3748,4.9439,8.0476,6.1416,5.6594,4.4078,3.2323,1.9516,-4.1969,-7.0917,-8.4548,-8.9546,-10.8519,-10.2212,-6.469,0.2483,2.237,0.6581
geo020s08a0202v02,0.590828,0.719828,229,k>e,3,ejective,velar,e,initial,s08,answer,echo,-15.1038,-7.0066,3.73,14.7065,12.2727,5.0451,-3.2977,-7.9603,-11.1184,-9.6009,-6.6409,-2.939,-1.9701,-0.5553,3.0298,8.2301,8.9469,10.869,5.5642,-2.3318,-2.7971,-4.8187,-4.8647,-8.8314,-9.4595
geo020s08a0203v01,0.737069,0.866069,230,p>a,2,ejective,labial,a,initial,s08,question,new,34.7912,12.9665,-10.3564,-24.5378,-24.3346,-15.2914,-2.0326,1.2644,0.1233,-2.9754,0.7692,6.1983,9.0827,7.0545,0.9335,-3.7422,-9.0558,-7.4389,-6.3817,-0.6604,3.997,6.6412,11.524,13.9099,13.6509
geo020s08a0205v02,0.828507,0.957507,231,k>e,2,ejective,velar,e,initial,s08,answer,new,23.0926,-2.457,-24.9528,-32.307,-24.7329,-6.5481,11.7583,22.822,21.3557,10.4946,0.9217,1.2612,0.4595,-4.6672,-9.2869,-13.3668,-14.3561,-11.9753,-5.7735,1.1678,7.5063,9.5387,11.7906,11.3257,10.3499
geo020s08a0206v01,0.913288,1.042288,232,k>e,2,ejective,velar,e,initial,s08,question,new,-27.9767,-49.8771,-58.9219,-54.2902,-30.2992,3.6374,23.7753,31.7855,37.8414,41.2019,33.0778,22.7972,15.7099,6.5418,2.9498,5.7856,6.1849,-0.2958,-12.5424,20.7722,18.5248,-39.5065,-57.7848,-63.6562,-56.789
geo020s08a0206v02,0.676683,0.805683,233,k>e,2,ejective,velar,e,initial,s08,answer,echo,18.3415,-19.7187,-29.6891,-33.6592,-34.8692,-17.5483,-2.9104,18.6971,29.7531,28.6454,19.5148,11.3605,7.3145,5.7774,1.6297,-2.6999,-7.7328,-13.1726,-14.0889,-16.833,-13.8197,-10.1795,-3.5806,1.5948,7.7233
geo020s08a0207v02,0.719679,0.848679,234,po,2,pulmonic,labial,o,initial,s08,answer,new,-13.2992,-5.8177,11.2911,23.0612,27.5229,17.4045,-1.8622,-22.1124,-38.0728,-39.6574,-30.4234,-12.0748,0.0159,-0.0298,-5.0211,-8.6109,-2.5664,0.4739,8.8263,13.4516,12.6448,8.9628,5.2461,0.9308,4.095
geo020s08a0208v01,1.007967,1.136967,235,po,2,pulmonic,labial,o,initial,s08,question,new,-3.5067,28.8814,55.9519,67.0322,49.6896,14.2428,-15.9406,-36.4608,-37.2891,-19.8911,-0.7124,9.6098,9.3174,4.3843,2.5324,1.3749,1.49,-3.9083,-7.2424,-10.3118,-9.7952,-11.0696,-10.5936,-13.7899,-14.0499
geo020s08a0208v02,0.591031,0.720031,236,po,2,pulmonic,labial,o,initial,s08,answer,echo,-42.5925,-68.9512,-72.8002,-59.2808,-33.4699,-9.5678,1.4889,-0.2999,-1.9313,4.2498,9.9461,18.5188,21.241,19.42,20.2007,19.1859,17.0209,14.2413,12.3719,11.0604,3.1714,-3.7508,-20.4649,-27.2597,-29.5493
geo020s08a0209v01,0.672369,0.801369,237,k>a,3,ejective,velar,a,initial,s08,question,new,-23.3305,-21.6049,-14.3181,-5.2609,-1.804,0.7438,2.813,-0.93,-14.1724,-71.3293,6.3453,52.518,64.9825,38.543,12.5974,-4.3792,-25.9291,-29.5073,-18.8467,2.0961,22.9333,35.5841,24.0995,-4.3088,-30.1234
geo020s08a0211v01,0.82567,0.95467,238,k>a,3,ejective,velar,a,initial,s08,question,new,8.5413,9.5419,10.0994,6.9505,3.1054,-1.1586,-1.4473,-0.7488,-7.4875,-20.3994,-37.1281,-4.3672,23.0577,27.1354,19.4609,6.7342,-14.879,-26.5107,-25.5486,-17.992,1.498,10.8276,8.3744,1.2602,-4.3503
geo020s08a0215v01,0.784613,0.913613,240,p>a,3,ejective,labial,a,initial,s08,question,new,-3.3829,0.7977,5.0152,6.3099,7.2857,4.293,-0.5301,-6.4581,-10.4503,-10.7697,-7.6475,-3.5212,-0.7889,0.053,-2.353,-3.6246,-137.0531,-38.9473,37.673,51.4211,37.797,12.3827,-9.0394,22.8314,20.386
geo020s08a0215v02,0.708727,0.837727,241,to,2,pulmonic,coronal,o,initial,s08,answer,new,-1.0169,5.9844,12.8201,13.8426,11.1848,6.0003,2.8129,-1.6714,-3.5166,-1.0354,1.9585,-1.0897,-4.0093,-8.34,-6.4493,-4.6146,1.3599,1.8916,3.3085,3.6178,5.1778,8.678,8.5354,10.0941,7.4151
geo020s08a0216v01,0.62998,0.75898,242,to,2,pulmonic,coronal,o,initial,s08,question,new,-6.5262,-20.4947,-28.1052,-5.0113,18.7745,19.5409,6.5525,-5.7081,-17.5545,-23.775,-22.8729,-17.0196,-3.963,17.3423,34.6475,34.2727,28.2466,13.9784,-10.7907,-31.9595,-42.1906,-44.6724,-33.8359,-17.5918,4.466
geo020s08a0216v02,0.487484,0.616484,243,to,2,pulmonic,coronal,o,initial,s08,answer,echo,-18.1803,-7.8173,2.305,14.2148,20.4107,25.0286,23.7344,18.0082,10.2398,-6.8968,-17.6291,-44.2926,-25.6759,-6.2908,3.0728,25.9326,45.2524,34.9626,22.2599,15.4483,1.3619,-9.8761,-30.6941,23.5076,61.8605
geo020s08a0217v01,0.847427,0.976427,244,pa,2,pulmonic,labial,a,initial,s08,question,new,1.0517,-4.7387,-13.2027,-15.3303,2.9705,27.532,39.7235,29.0832,2.4953,-22.8452,-38.1215,-38.8109,-23.2991,1.617,26.9384,39.0494,33.1934,14.5619,-6.0832,-17.409,-17.9658,-14.0595,-7.4257,1.3612,9.4497
geo020s08a0219v01,0.881031,1.010031,245,pa,2,pulmonic,labial,a,initial,s08,question,new,2.9147,6.8798,5.049,1.3085,-3.0762,-8.9945,-7.3147,-4.6511,-99.8356,-13.2962,27.7697,34.6562,28.0481,14.0295,1.1082,-7.1124,-10.6342,-10.8075,-5.1835,0.667,-0.7616,-2.2432,-3.5056,-1.7786,4.6261
geo020s08a0219v02,0.630462,0.759462,246,t>a,3,ejective,coronal,a,initial,s08,answer,new,-0.2683,2.3386,7.6614,9.6453,8.3976,3.3372,-7.9696,-15.4837,-16.8552,-12.0109,-7.7942,-5.9213,-1.3751,-2.8326,-6.2981,-7.0506,-8.9131,-7.5972,-2.1656,7.9119,16.948,21.0464,17.6433,12.3635,9.0459
geo020s08a0220v01,0.867637,0.996637,247,t>a,3,ejective,coronal,a,initial,s08,question,new,-0.0977,-0.4323,-0.1979,-6.4234,-4.5582,-2.5454,10.0939,9.3452,2.14,-3.4537,-16.4992,-15.4333,-6.0549,11.1853,19.6425,14.9525,7.9226,-5.5304,-14.8315,-17.5689,-11.9285,-6.4494,2.5535,0.7361,4.2279
geo020s08a0220v02,0.682146,0.811146,248,t>a,3,ejective,coronal,a,initial,s08,answer,echo,3.8373,-3.3247,-10.0612,-11.1058,-7.503,-8.6815,-6.4982,-8.186,-7.6176,-11.9729,-11.7472,-11.0482,-10.0203,-1.7931,8.32,18.6357,20.4728,16.9466,13.0343,8.0692,3.4652,-3.3361,-6.8987,-8.3356,-11.6811
geo020s08a0221v02,0.726257,0.855257,250,p>a,3,ejective,labial,a,initial,s08,answer,new,29.2546,-6.3171,-19.4474,-19.8305,-1.9016,-8.5401,-1.7339,-8.9562,6.0005,15.2363,11.2533,5.5493,-6.8244,5.7268,7.5232,1.8804,4.2185,1.1926,-3.7305,-7.6858,-10.1785,-10.536,-7.7054,-5.793,-4.8182
geo020s08a0233v02,0.713398,0.842398,267,pu,2,pulmonic,labial,u,initial,s08,answer,new,5.9782,19.8175,27.1299,32.9488,45.1866,58.1414,66.8791,70.8357,67.7209,53.7886,35.745,11.823,-11.2159,-25.3265,-31.4481,-27.9532,-21.3016,-17.1794,-27.0673,-32.6276,-35.7739,-33.9309,-27.2909,-17.782,-4.6587
geo020s08a0234v01,0.866786,0.995786,268,pu,2,pulmonic,labial,u,initial,s08,question,new,23.0977,5.2382,-3.8845,-5.8918,-11.5387,-20.0328,-18.9658,-20.8928,-13.2348,-10.1555,-6.9743,-4.4423,1.4302,3.0674,12.4393,21.1238,23.934,11.5982,6.054,-8.9527,-12.4734,-11.5068,1.3078,17.5056,19.0287
geo020s08a0234v02,0.799954,0.928954,269,pu,2,pulmonic,labial,u,initial,s08,answer,echo,6.8377,14.075,23.8122,26.4487,21.622,12.2536,-0.23,-6.5693,-2.3403,2.9572,3.9134,-6.0228,-32.1104,-52.7986,-49.9926,-22.1471,-10.7625,3.1114,1.9229,-5.0548,-2.4104,6.0562,9.9988,10.423,16.0645
geo020s08a0239v01,0.965154,1.094154,271,te,3,pulmonic,coronal,e,initial,s08,question,new,-3.3268,-1.8354,2.1506,1.0435,-6.9688,-11.8495,-5.0068,12.7148,20.9099,18.0787,10.5393,0.9949,-10.3323,-16.8913,-24.073,-16.5519,0.1392,9.9366,14.9827,12.9256,6.9874,2.5611,-0.5919,-1.4219,-0.3689
geo020s08a0239v02,0.671381,0.800381,272,pa,2,pulmonic,labial,a,initial,s08,answer,new,14.1537,21.019,22.6662,21.9067,18.7116,14.3811,12.0135,5.4125,-3.2911,-8.0489,-7.1962,2.3106,13.21,21.4633,26.7544,23.3994,13.8203,2.301,-6.889,-13.3471,-15.3916,-12.6179,-0.5806,6.0204,8.7988
geo020s08a0240v01,0.886368,1.015368,273,pa,2,pulmonic,labial,a,initial,s08,question,new,-28.7506,-26.0706,-20.974,-10.8954,4.8814,14.1895,15.7534,10.5665,4.6727,-2.9656,-10.4071,-12.1569,-14.8353,-12.7186,-0.9643,12.132,22.4582,18.0588,4.1561,-12.1613,-22.3766,-29.4349,-29.5994,-22.0163,-4.6685
geo020s08a0240v02,0.644231,0.773231,274,pa,2,pulmonic,labial,a,initial,s08,answer,echo,10.7376,-9.6142,-36.1941,-42.4379,-56.5966,-33.7947,-13.888,16.195,39.9796,50.0072,35.4247,17.2755,-7.0216,-27.7726,-36.0547,-30.4041,-17.683,-6.889,-2.1743,-0.101,-2.1898,-6.372,-11.064,-7.8191,-0.213
geo020s08a0249v02,0.682179,0.811179,287,pa,3,pulmonic,labial,a,initial,s08,answer,new,-32.6509,-31.4167,-20.167,1.8938,23.4626,35.3369,30.7445,24.2652,18.0871,20.4756,20.4891,21.3276,20.3946,18.5953,16.5262,11.5856,-1.0284,-11.801,-21.8917,-25.3256,-28.7298,-28.2222,-27.4617,-26.6902,-22.7858
geo020s08a0250v01,0.700244,0.829244,288,pa,3,pulmonic,labial,a,initial,s08,question,new,14.8141,27.1342,26.6117,20.3022,8.9424,-5.8338,-18.5483,-22.4396,-18.9994,-6.4134,5.8992,15.2163,16.7596,14.833,8.1594,2.4983,1.571,2.0017,2.739,2.2646,2.2929,0.9441,-8.4602,-35.5143,2.2146
geo020s08a0250v02,0.680963,0.809963,289,pa,3,pulmonic,labial,a,initial,s08,answer,echo,53.2625,53.412,47.6016,37.7711,23.7725,11.7205,-0.36,-9.139,-21.8152,-40.1498,-48.0808,-36.6128,-11.1557,-2.63,-3.9911,-5.6693,-5.4438,-10.4751,-17.3222,-17.7262,-20.3832,-13.4076,2.9492,15.8152,19.2908
geo020s09a0001v01,0.566906,0.695906,294,ke,2,pulmonic,velar,e,initial,s09,question,new,-15.4721,-9.7077,-16.396,1.1552,5.0569,-8.5929,-3.6567,-18.7852,-9.4452,-0.8824,-1.859,10.0561,27.9107,14.3475,11.4983,6.2532,-8.3718,-10.0432,-15.9824,-14.4115,-4.0192,-3.208,-1.3045,-5.0463,-11.0779
geo020s09a0003v02,0.712197,0.841197,295,p>a,3,ejective,labial,a,initial,s09,answer,new,-26.8004,-24.2114,10.6154,22.4056,28.6354,28.0895,18.6854,3.6616,-4.1801,-6.789,-6.2885,-1.2548,1.7579,-2.5978,-3.8286,-5.4096,-7.4285,-12.8046,-25.0296,-34.7252,-35.4023,-31.686,-24.765,-8.7083,13.4526
geo020s09a0004v01,1.885142,2.014142,296,p>a,3,ejective,labial,a,initial,s09,question,new,10.3737,9.2231,4.4872,-0.6367,-4.9177,-8.5297,-10.5633,-11.3176,-16.091,-12.703,-11.1746,-13.6826,-10.471,-5.8124,-3.6132,-1.8065,-0.5822,-3.2364,-6.2687,-11.2174,-6.2052,5.3761,-5.3877,17.6483,27.5814
geo020s09a0005v02,0.824083,0.953083,297,t>e,2,ejective,coronal,e,initial,s09,answer,new,-6.1121,-4.5201,-2.2694,-1.5208,-0.9882,3.5203,3.5048,1.3357,-1.3921,-6.9171,-6.5315,-10.0254,-6.0438,3.3477,9.6662,10.017,6.1861,3.1298,5.3227,9.9381,10.1954,11.1052,4.0836,-3.5948,-10.3399
geo020s09a0006v01,1.384904,1.513904,298,t>e,2,ejective,coronal,e,initial,s09,question,new,-10.0032,-11.2405,-11.6386,-8.6865,-6.5531,-8.8598,-8.4588,-2.4598,-0.7205,-5.107,-5.3353,-0.1899,1.4869,5.4718,5.5083,7.5191,6.5308,5.7286,18.2123,22.4127,16.2179,17.655,11.5036,1.6204,-11.5414
geo020s09a0006v02,0.66653,0.79553,299,t>e,2,ejective,coronal,e,initial,s09,answer,echo,3.9267,7.1768,7.6192,6.6996,8.4876,12.0243,9.2055,-0.1974,-1.3575,-0.3784,3.4492,3.9965,6.3087,1.2016,-4.3673,-8.023,-6.8298,-6.5392,-6.6573,-12.0624,-10.9207,-8.8597,-4.0005,2.2251,5.1148
geo020s09a0007v01,1.553167,1.682167,300,k>a,2,ejective,velar,a,initial,s09,question,new,6.7615,12.9373,5.936,-0.0941,-1.1335,3.4656,6.5121,4.6924,-0.3919,0.7315,1.458,1.8902,2.3295,3.4833,1.0659,-1.8222,-2.6226,-3.4428,-4.0708,-3.937,-4.5108,-2.488,-3.8916,-2.7554,-1.9297
geo020s09a0007v02,0.71899,0.84799,301,pa,2,pulmonic,labial,a,initial,s09,answer,new,4.802,4.5976,1.5561,-1.1361,-3.3311,-5.3796,-7.0802,-8.763,-10.3155,-6.6224,-5.9138,-7.0062,-9.2095,-5.732,-2.9185,-1.9002,-0.5391,4.7806,7.6211,9.1122,9.4069,6.9886,5.6639,3.5027,1.9542
geo020s09a0008v02,1.235627,1.364627,302,pa,2,pulmonic,labial,a,initial,s09,answer,echo,-7.2387,-8.8287,-4.5318,-0.0839,-2.7672,-5.4908,-7.5257,0.7921,9.1983,8.452,4.6841,-2.7453,1.2947,6.948,16.2285,17.7731,21.6165,19.3427,12.4365,1.6345,-14.3899,-17.667,-15.8218,-11.5944,-5.6555
geo020s09a0009v01,1.180635,1.309635,303,k>a,3,ejective,velar,a,initial,s09,question,new,7.7279,6.6243,5.4821,4.7899,6.8804,-8.2044,-19.2927,-20.2234,-18.6005,-10.036,-4.8392,-0.5438,5.9038,16.6365,28.6907,28.7879,16.7147,11.7134,-1.1676,2.0417,7.9462,17.1294,28.9742,30.0719,16.0244
geo020s09a0013v01,0.786162,0.915162,308,t>e,2,ejective,coronal,e,initial,s09,question,new,3.0563,5.4447,2.1967,-3.8992,-30.9796,-5.0686,20.4234,29.0688,-47.9159,-54.4171,33.0691,84.4335,65.163,22.7325,-17.4603,-14.7446,-34.8909,-34.5127,-30.4218,-20.1744,-7.9392,-17.7002,-18.6493,-32.2985,-35.7865
geo020s09a0015v02,0.744441,0.873441,309,t>a,2,ejective,coronal,a,initial,s09,answer,new,1.2256,3.3183,4.5974,6.7336,7.3251,11.1243,12.1914,10.6932,5.2503,-1.7656,-4.8058,-10.9441,-12.8358,-12.4508,-9.3676,-8.7032,-7.5818,-9.176,-6.5782,-2.6839,1.6767,7.2049,13.4226,12.3592,7.7531
geo020s09a0016v01,1.2431,1.3721,310,t>a,2,ejective,coronal,a,initial,s09,question,new,22.0027,24.3951,23.5492,21.2712,21.123,20.7983,17.8113,13.2287,5.4889,-8.897,-16.9621,-19.3402,-20.98,-20.2952,-15.3506,-7.0458,-0.7283,0.9979,3.7255,6.3027,5.1912,1.9682,2.9279,5.4097,4.5486
geo020s09a0016v02,0.781135,0.910135,311,t>a,2,ejective,coronal,a,initial,s09,answer,echo,-22.8174,-17.4533,-10.6198,-3.0188,0.273,14.2391,18.7577,23.4514,15.6458,9.2811,1.3244,-3.2746,-2.4655,-1.671,2.0025,0.772,-6.6452,-13.073,-12.5781,-9.1051,-3.8114,6.9521,8.667,3.8802,-0.9681
geo020s09a0019v01,1.150146,1.279146,312,k>a,3,ejective,velar,a,initial,s09,question,new,-8.1195,8.6502,17.8698,-1.8251,9.5225,29.2577,45.0933,32.3944,23.2318,15.0037,-1.6932,-19.4005,-25.0936,-34.5699,-57.141,-23.2812,7.1284,1.6615,27.4225,32.0648,26.376,15.5593,5.2744,-5.2801,-10.7762
geo020s09a0021v01,1.384881,1.513881,313,k>a,3,ejective,velar,a,initial,s09,question,new,9.7642,-0.755,-13.8194,-15.0299,-13.3235,-9.8633,-14.4043,-24.8867,-22.9042,-21.9171,-10.1558,-10.5572,-24.3717,-12.0315,0.2195,14.3017,25.478,40.5615,40.6586,37.6167,28.5027,18.7312,7.1487,1.9468,2.2973
geo020s09a0023v01,0.930611,1.059611,314,p>a,2,ejective,labial,a,initial,s09,question,new,-9.0587,-3.0828,-1.8297,-4.1934,-12.6939,-2.48,7.8537,20.3822,26.0287,26.0106,17.5544,8.3588,-0.7797,-2.611,-6.0914,-14.7537,-15.092,-18.8032,-18.5965,-12.8617,-6.6813,-1.1255,4.9659,7.3195,9.7097
geo020s09a0024v01,1.257338,1.386338,315,po,3,pulmonic,labial,o,initial,s09,question,new,-3.5842,-4.2806,-5.4605,-10.6938,-12.8922,-12.0058,-18.4577,-6.9852,-1.3564,4.6606,3.8797,0.3697,-7.6791,-9.6615,-6.8862,2.0561,12.7328,16.0911,10.2616,3.087,-4.529,-0.8784,-6.5675,12.9951,16.9007
geo020s09a0024v02,1.132278,1.261278,316,po,3,pulmonic,labial,o,initial,s09,answer,echo,-0.0036,0.0128,-0.8813,0.5501,-6.4985,-3.9587,-7.7365,-10.9981,-9.4842,-8.5146,-9.7432,-8.296,-8.2832,0.1131,5.8949,10.1025,9.851,9.9696,8.4866,3.9829,1.7515,0.0276,2.8408,0.5103,-2.8294
geo020s09a0025v02,0.678964,0.807964,317,t>i,3,ejective,coronal,i,initial,s09,answer,new,-19.8515,-15.1874,-0.9982,10.2436,10.1739,6.5622,-1.594,-4.189,-0.1686,4.3784,8.7269,12.0279,11.7494,6.9458,2.1241,1.0577,-0.3953,-3.497,-2.4669,-8.118,-10.0817,-9.0924,-3.6052,-3.9259,-2.4409
geo020s09a0026v01,0.956395,1.085395,318,t>i,3,ejective,coronal,i,initial,s09,question,new,10.933,16.265,18.7337,21.0585,10.6209,2.5798,-3.6793,-12.4073,-16.6879,-8.477,3.0858,15.2605,17.2726,12.1983,8.5735,2.4262,1.9336,1.7629,10.4305,9.5489,6.0378,4.2239,-1.0319,-1.684,-9.3813
geo020s09a0027v01,1.201407,1.330407,319,k>e,2,ejective,velar,e,initial,s09,question,new,2.6412,0.199,-1.6857,-4.5844,-8.0175,-5.984,-5.2205,-4.218,-2.7721,-2.872,-3.3619,-2.8633,-1.1252,-1.1101,0.2213,0.7652,-0.8591,2.7027,5.6533,8.1147,8.5514,8.8972,6.0409,2.9874,-0.5333
